


[ 4.54077154e-01  4.70698357e-01 -4.31393410e-08],[0.44948274 0.49346209 0.00086191],[0.45324397 0.50998527 0.00156913],[0.46008933 0.51515317 0.00163831],[0.46585959 0.51131535 0.00174713],[0.46875185 0.51462978 0.00428914],[0.46677288 0.51978046 0.00323156],[0.46216723 0.51511097 0.00066238],[ 0.45931336  0.50924009 -0.00105699],[0.47490531 0.50761908 0.00309431],[0.47171369 0.51147854 0.00343117],[0.4669967  0.50815988 0.00149061],[ 4.64253247e-01  5.03257096e-01 -1.03008169e-04],[0.47848764 0.49839431 0.00174719],[0.47532094 0.50274533 0.00237774],[0.47058091 0.50078619 0.00192445],[0.46770138 0.4968116  0.00135213],[4.80077684e-01 4.89156067e-01 3.60250619e-04],[0.47805062 0.49294844 0.00169906],[0.47418681 0.49173167 0.00326993],[0.47162402 0.48865086 0.00445342]

[ 3.81151348e-01  3.88468474e-01 -4.46572201e-08],[ 0.39179134  0.39320251 -0.00521571],[ 0.40112811  0.39892593 -0.00996011],[ 0.40739053  0.40475553 -0.01384021],[ 0.41203213  0.40924612 -0.01765981],[ 0.38731593  0.40113223 -0.0141805 ],[ 0.39378855  0.41354409 -0.02045588],[ 0.39997938  0.42260087 -0.0239187 ],[ 0.4053582   0.42893445 -0.02581614],[ 0.38152513  0.40620878 -0.01399685],[ 0.3899397   0.42320892 -0.01949819],[ 0.39662641  0.43150887 -0.0208039 ],[ 0.40249577  0.43595594 -0.02173532],[ 0.37800491  0.41113451 -0.01379493],[ 0.38602376  0.42655754 -0.01866211],[ 0.39297968  0.43378457 -0.01891527],[ 0.39950186  0.43777061 -0.01880477],[ 0.37689874  0.41419584 -0.01387683],[ 0.38306561  0.42641529 -0.01721661],[ 0.38862887  0.43129241 -0.01719774],[ 0.39394164  0.43371069 -0.01705028]
[ 3.72101426e-01  4.00604665e-01 -5.51407489e-08],[ 0.38257477  0.40509784 -0.00578623],[ 0.39222628  0.41188097 -0.01055949],[ 0.39846548  0.41964656 -0.01429463],[ 0.40231481  0.42555279 -0.01776368],[ 0.37729686  0.41492715 -0.0140538 ],[ 0.38276696  0.42736074 -0.02050726],[ 0.3891646   0.43552172 -0.02410904],[ 0.3946678   0.44058308 -0.02587584],[ 0.37160367  0.41998973 -0.01344991],[ 0.37950578  0.43812293 -0.01902723],[ 0.3866961  0.4457947 -0.0202958],[ 0.39286885  0.44855237 -0.02086566],[ 0.36834943  0.4248499  -0.01291218],[ 0.37729889  0.44129929 -0.01791702],[ 0.38486692  0.44794798 -0.0182059 ],[ 0.39148811  0.45059633 -0.0177857 ],[ 0.36761403  0.42803359 -0.01265728],[ 0.375128    0.44137183 -0.0159136 ],[ 0.38139606  0.44637948 -0.01577815],[ 0.38719454  0.44844255 -0.01531675],[ 3.76272231e-01  3.96460176e-01 -6.46707363e-08],[ 0.3862924   0.4045825  -0.00110984],[ 0.39448678  0.41244    -0.00228939],[ 0.39965788  0.41873142 -0.00369293],[ 0.40278718  0.42303154 -0.00483608],[ 0.3840389   0.42283568 -0.00144984],[ 0.39140776  0.43118536 -0.00435403],[ 0.39747575  0.43125927 -0.00691925],[ 0.40084487  0.42837936 -0.00828458],[ 0.37983328  0.42529488 -0.00197844],[ 0.38857287  0.43366382 -0.00388277],[ 0.39482662  0.43287334 -0.00520036],[ 0.39825511  0.42876765 -0.00605104],[ 0.37646878  0.42651889 -0.00280971],[ 0.38476041  0.43339723 -0.00407142],[ 0.39109066  0.4326641  -0.00428518],[ 0.39474955  0.42920849 -0.00433778],[ 0.37368324  0.42591542 -0.00382657],[ 0.37963611  0.43301362 -0.00467396],[ 0.38482407  0.43347183 -0.004385  ],[ 0.3883124   0.43151915 -0.00393063]

[ 3.54782462e-01  4.33631688e-01 -3.51928620e-08],[ 0.36618721  0.43668461 -0.0060204 ],[ 0.37665442  0.44829366 -0.00994226],[ 0.38335308  0.46003559 -0.01224818],[ 0.3850463   0.46759391 -0.01418989],[ 0.36224684  0.45240068 -0.01453202],[ 0.36765561  0.46834987 -0.0193258 ],[ 0.37213326  0.47684541 -0.02113975],[ 0.37554184  0.48266971 -0.02176325],[ 0.35512838  0.45735964 -0.01289642],[ 0.36229584  0.47859198 -0.01684205],[ 0.36847916  0.48716202 -0.01719409],[ 0.37328646  0.49097508 -0.01712021],[ 0.35101956  0.46116948 -0.01105769],[ 0.35873884  0.48074505 -0.01492695],[ 0.36556774  0.48799631 -0.01506581],[ 0.37124866  0.4909395  -0.01441207],[ 0.34973356  0.46366191 -0.0093117 ],[ 0.35734379  0.47920677 -0.0119965 ],[ 0.36331928  0.48565635 -0.01182923],[ 0.36881015  0.4881779  -0.01120955]
[ 3.50731045e-01  4.47466522e-01 -5.74009640e-08],[ 0.36231509  0.4505114  -0.00410463],[ 0.37151387  0.46205083 -0.00689093],[ 0.37772185  0.4723087  -0.0085561 ],[ 0.38248074  0.47899407 -0.01003395],[ 0.36075592  0.4691121  -0.01131922],[ 0.36556065  0.48706284 -0.01492212],[ 0.36989349  0.49573573 -0.01616693],[ 0.37376654  0.5014959  -0.01654536],[ 0.35372198  0.47331503 -0.01057692],[ 0.36074346  0.49566248 -0.01373016],[ 0.36734241  0.50480217 -0.01418139],[ 0.37294206  0.50901031 -0.01418717],[ 0.34919864  0.47624394 -0.0095628 ],[ 0.35685197  0.49656999 -0.01275303],[ 0.36437333  0.50495422 -0.01318704],[ 0.37080857  0.50918502 -0.0128854 ],[ 0.34716874  0.47788367 -0.00852343],[ 0.35482913  0.49430707 -0.01096706],[ 0.36128414  0.50159812 -0.01091778],[ 0.36698946  0.50534761 -0.0103696 ],[3.50200087e-01 4.42151099e-01 7.75978748e-09],[ 0.36227214  0.44814858 -0.00276375],[ 0.37112504  0.46062273 -0.00450955],[ 0.37673372  0.47096819 -0.00556564],[ 0.38126776  0.4775537  -0.00639459],[ 0.36124441  0.46499807 -0.00734659],[ 0.36480051  0.48255038 -0.00997065],[ 0.36788175  0.49208796 -0.01073952],[ 0.37079856  0.49910682 -0.01084607],[ 0.35313222  0.46787432 -0.00713629],[ 0.357472    0.48761484 -0.00953525],[ 0.36232516  0.49752423 -0.00984085],[ 0.3666175   0.50374281 -0.00970843],[ 0.34745386  0.46984595 -0.00675735],[ 0.35233712  0.48821178 -0.00900292],[ 0.35814568  0.49672619 -0.00907466],[ 0.3631832   0.50159055 -0.00862134],[ 0.34416586  0.47111979 -0.00641889],[ 0.34882     0.48601571 -0.00809055],[ 0.35396513  0.49318311 -0.00781948],[ 0.35862252  0.49752739 -0.00713233]
[3.48354161e-01 4.48944151e-01 3.70722155e-08],[ 0.36050513  0.4550907  -0.00287502],[ 0.36981434  0.4686715  -0.0043913 ],[ 0.375236    0.47957551 -0.00506817],[ 0.38030869  0.48645079 -0.00549929],[ 0.36052921  0.47252834 -0.00746511],[ 0.36424395  0.49157295 -0.01000184],[ 0.36718082  0.50259465 -0.01078674],[ 0.37002921  0.51047122 -0.01088661],[ 0.35224137  0.47538567 -0.00717908],[ 0.35602275  0.49548101 -0.00938522],[ 0.36092728  0.5062595  -0.00979545],[ 0.36567956  0.51284617 -0.00976756],[ 0.34645194  0.47756684 -0.00668702],[ 0.3515259   0.49656355 -0.00865431],[ 0.35732391  0.50529057 -0.00867019],[ 0.36251995  0.51018363 -0.00821003],[ 0.34320313  0.47916898 -0.00624125],[ 0.34923559  0.4942551  -0.00772841],[ 0.35456619  0.50149256 -0.00733583],[ 0.35932347  0.50569975 -0.00654833]
[ 3.50975871e-01  4.59574699e-01 -4.01778966e-09],[ 0.36300007  0.46416748 -0.00336381],[ 0.37309793  0.47748458 -0.00606424],[ 0.3785224   0.48965409 -0.00747206],[ 0.38188702  0.49728099 -0.00873658],[ 0.36432329  0.47989807 -0.01298361],[ 0.36769974  0.4987348  -0.01700818],[ 0.37066633  0.50868911 -0.01837525],[ 0.37349665  0.51579577 -0.01871699],[ 0.35560992  0.48312184 -0.01251397],[ 0.36080453  0.50632036 -0.01560993],[ 0.36608455  0.51735049 -0.01594369],[ 0.37076482  0.5235303  -0.01609243],[ 0.34963685  0.48592135 -0.01149745],[ 0.35545608  0.50746614 -0.01402085],[ 0.36142311  0.51748407 -0.01401585],[ 0.3665584   0.52260137 -0.01366996],[ 0.34638941  0.48781356 -0.01039395],[ 0.35264668  0.50454843 -0.01192925],[ 0.35796425  0.51280642 -0.01129435],[ 0.36260059  0.51718616 -0.01055285],[ 4.93476868e-01  3.84213358e-01 -1.85481554e-07],[ 0.49988404  0.37403509 -0.00090699],[ 0.50992018  0.36414263 -0.00276033],[ 0.51801401  0.35680124 -0.00523692],[ 0.52283072  0.34873959 -0.00774313],[ 0.52661473  0.37777212 -0.00144087],[ 0.52516085  0.35647169 -0.00644996],[ 0.5180046   0.34814864 -0.01050957],[ 0.51353562  0.3459419  -0.01250079],[ 0.52565074  0.38077408 -0.00347009],[ 0.52219909  0.35443446 -0.00765081],[ 0.51345205  0.34843427 -0.01032595],[ 0.50771844  0.34672579 -0.01167574],[ 0.52293116  0.38095337 -0.00583266],[ 0.51998276  0.35481375 -0.01054194],[ 0.51164991  0.35015196 -0.01217337],[ 0.5055415   0.34965035 -0.01242117],[ 0.51886207  0.3793776  -0.00820912],[ 0.52146709  0.35876131 -0.01174505],[ 0.52276647  0.34922305 -0.01238455],[ 0.52407104  0.34258845 -0.012047  ],[3.49403203e-01 4.54491615e-01 4.23523829e-08],[ 0.36130983  0.45993418 -0.00257432],[ 0.37123311  0.47450089 -0.00389293],[ 0.37728348  0.48626977 -0.00432466],[ 0.38181669  0.4942714  -0.00456496],[ 0.36339417  0.47740752 -0.00776932],[ 0.36728659  0.4973138  -0.01032527],[ 0.37007132  0.50821567 -0.01085783],[ 0.37282011  0.51549339 -0.01067701],[ 0.35478926  0.48080528 -0.00739707],[ 0.35944894  0.50228828 -0.00945332],[ 0.36418831  0.51266617 -0.00960286],[ 0.36893624  0.51821125 -0.00933663],[ 0.34855759  0.48341635 -0.00674345],[ 0.35402191  0.50332534 -0.00831665],[ 0.35943377  0.51224208 -0.00806171],[ 0.36465278  0.51678121 -0.00747515],[ 0.34500134  0.48533782 -0.00607223],[ 0.35122457  0.5006212  -0.00726003],[ 0.35615158  0.50811976 -0.0066531 ],[ 0.36081764  0.51244199 -0.00571641]
[ 4.91310656e-01  3.84135962e-01 -1.36080999e-07],[ 0.49641049  0.36931014 -0.00139273],[ 0.50641352  0.35916933 -0.00223215],[ 0.51527041  0.35301557 -0.00336013],[ 0.52154034  0.34705237 -0.00376981],[5.20895123e-01 3.75297278e-01 2.91664153e-04],[ 0.52209902  0.35500208 -0.004956  ],[ 0.51426172  0.35272387 -0.00847241],[ 0.50867444  0.35666177 -0.00987692],[ 0.52100599  0.37765479 -0.00089119],[ 0.52000755  0.35487279 -0.00577666],[ 0.51160592  0.35351095 -0.00737676],[ 0.50627881  0.35771102 -0.00737798],[ 0.51933825  0.377781   -0.00276626],[ 0.51773602  0.35592493 -0.00748837],[ 0.50940257  0.35498747 -0.00673726],[ 0.50415069  0.35931581 -0.00501582],[ 0.51601815  0.37663314 -0.00487165],[ 0.51509839  0.35849392 -0.00887773],[ 0.50890708  0.35616422 -0.00853611],[ 0.50428045  0.35877022 -0.00693395],[3.53393227e-01 4.59862858e-01 5.96580279e-08],[ 0.36667877  0.46715969 -0.00207196],[ 0.37636361  0.48335445 -0.00300487],[ 0.38087097  0.49696693 -0.00325726],[ 0.38182369  0.50710905 -0.00319432],[ 0.36988303  0.48460799 -0.00589489],[ 0.37332028  0.50438076 -0.00773722],[ 0.37541771  0.51516849 -0.00792072],[ 0.37757748  0.52260661 -0.00763736],[ 0.36119702  0.4876191  -0.00576867],[ 0.36578122  0.50856173 -0.00734408],[ 0.36983874  0.51971149 -0.00748378],[ 0.37388477  0.52663618 -0.0073451 ],[ 0.35439166  0.49008197 -0.00543518],[ 0.35998997  0.50963426 -0.00661708],[ 0.3646799   0.51924413 -0.00643831],[ 0.36918658  0.52498555 -0.00604998],[ 0.34996498  0.49201596 -0.00510567],[ 0.3558583   0.5074988  -0.00589807],[ 0.36047253  0.5152216  -0.00524369],[ 0.36476338  0.51998305 -0.00439085]
[ 4.92498875e-01  3.87349486e-01 -1.39526790e-07],[ 0.49584231  0.37184241 -0.00218563],[ 0.50501317  0.36223584 -0.00307139],[ 0.51425183  0.35630053 -0.00393127],[ 0.52076191  0.35045922 -0.00410203],[ 0.52228153  0.37740225 -0.00053371],[ 0.52228439  0.35502443 -0.00548461],[ 0.51382601  0.35264698 -0.00876676],[ 0.50778669  0.35667297 -0.00997704],[ 0.52277821  0.3790772  -0.00083311],[ 0.52079815  0.35449287 -0.00536919],[ 0.5115118   0.35299528 -0.00657606],[ 0.50542229  0.35711107 -0.00632077],[ 0.52125841  0.37835896 -0.00181864],[ 0.51848626  0.35487869 -0.00619995],[ 0.50910383  0.35417655 -0.00528221],[ 0.5031237   0.35848463 -0.00348799],[ 0.5178495   0.37630713 -0.00310922],[ 0.51516062  0.35818791 -0.00663736],[ 0.50812143  0.35665336 -0.00627915],[ 0.50338578  0.3595196  -0.00475254],[3.58870178e-01 4.64714378e-01 7.49584785e-08],[ 0.37193772  0.47208887 -0.00211935],[ 0.38173759  0.48695078 -0.00345262],[ 0.38735119  0.50025982 -0.00406365],[ 0.38964379  0.51115972 -0.00438998],[ 0.37633848  0.48946252 -0.00656259],[ 0.38005966  0.51001513 -0.00897457],[ 0.38226146  0.52158141 -0.00953252],[ 0.3843832   0.52969909 -0.00946266],[ 0.36811739  0.49360162 -0.00643147],[ 0.37309918  0.51494408 -0.00820503],[ 0.37688929  0.5264141  -0.00837776],[ 0.38044763  0.53360349 -0.00829028],[ 0.36131501  0.4969672  -0.00608183],[ 0.36710075  0.51657414 -0.00730864],[ 0.3714681   0.52700317 -0.0072243 ],[ 0.3754693   0.53356975 -0.00694151],[ 0.35645923  0.49932891 -0.00572062],[ 0.36256474  0.51449758 -0.00650454],[ 0.36692259  0.52289718 -0.00601491],[ 0.37081611  0.52863467 -0.0053173 ]
[ 4.95097697e-01  3.88052404e-01 -1.20942531e-07],[ 0.4987745   0.37307265 -0.00314005],[ 0.50773841  0.36349219 -0.00447633],[ 0.51675904  0.35733375 -0.00542146],[ 0.52310014  0.35151157 -0.00571099],[ 0.52306187  0.37922302 -0.00281861],[ 0.5241583   0.35723954 -0.00770995],[ 0.51623237  0.35525298 -0.01055489],[ 0.51053828  0.35985938 -0.0115348 ],[ 0.52352941  0.38106695 -0.00251244],[ 0.52299356  0.35756147 -0.00713849],[ 0.51435012  0.35583991 -0.00832391],[ 0.50879216  0.36005777 -0.00814916],[ 0.52207857  0.3806057  -0.00278881],[ 0.52055258  0.35825127 -0.0073258 ],[ 0.51185232  0.35713577 -0.00652291],[ 0.50675148  0.36148828 -0.00487407],[ 0.51884997  0.37900785 -0.00332608],[ 0.51684737  0.36120558 -0.00717691],[ 0.51021039  0.35961062 -0.00696405],[ 0.50617176  0.3629131  -0.0055925 ],[3.65569711e-01 4.70517308e-01 7.87073660e-08],[ 0.37896925  0.47875383 -0.0017424 ],[ 0.3882938   0.49345011 -0.00272204],[ 0.39374128  0.50735414 -0.00301476],[ 0.39707431  0.51811266 -0.00302618],[ 0.38174942  0.49730089 -0.00547057],[ 0.38665801  0.51800793 -0.00734676],[ 0.38979027  0.52962697 -0.0078112 ],[ 0.39275235  0.5379383  -0.00776118],[ 0.37422985  0.50129038 -0.00532243],[ 0.38025695  0.52223307 -0.00652493],[ 0.38481793  0.53375268 -0.00673966],[ 0.38886228  0.54125631 -0.00679981],[ 0.36842558  0.50429183 -0.00493425],[ 0.37529731  0.52265215 -0.0056335 ],[ 0.38037899  0.53290552 -0.00552735],[ 0.38494205  0.53958708 -0.00541303],[ 0.36466455  0.50591576 -0.00453416],[ 0.37110537  0.51949078 -0.00508748],[ 0.3760075   0.52754635 -0.00457963],[ 0.38038346  0.53336847 -0.00393742]
[ 4.98891920e-01  3.93580914e-01 -1.03616514e-07],[ 0.50190985  0.38116908 -0.00389271],[ 0.50900137  0.37073079 -0.00616019],[ 0.51632208  0.36430934 -0.00785909],[ 0.52197397  0.35995418 -0.00889486],[ 0.52512139  0.38317007 -0.00423832],[ 0.52591497  0.3629612  -0.00954486],[ 0.51835328  0.36112899 -0.01278479],[ 0.51335722  0.36558127 -0.0141094 ],[ 0.52567297  0.38408867 -0.00361486],[ 0.5244084   0.36292365 -0.00834125],[ 0.5168553   0.36168456 -0.00967115],[ 0.51235723  0.36592966 -0.00977717],[ 0.52439922  0.38296628 -0.00359531],[ 0.52213407  0.36327988 -0.0080478 ],[ 0.51458627  0.36290175 -0.00732784],[ 0.51045454  0.36721563 -0.00596514],[ 0.52165955  0.38106871 -0.00387071],[ 0.51937807  0.36500323 -0.00777769],[ 0.51314384  0.36446026 -0.00754695],[ 0.50966728  0.36800471 -0.00621654],[3.75147790e-01 4.76518959e-01 6.77262548e-08],[0.38826954 0.48543614 0.00078522],[0.39633086 0.50031596 0.00119248],[0.40005797 0.51414031 0.0016248 ],[0.40208924 0.52398163 0.00236288],[ 0.39338356  0.50396562 -0.00075854],[ 0.39810216  0.52345979 -0.00144409],[ 0.40090704  0.53519267 -0.00142532],[ 0.40309185  0.54360771 -0.00111274],[ 0.38741156  0.50858349 -0.00150422],[ 0.39303178  0.52787286 -0.00167487],[ 0.39704239  0.53917295 -0.00169932],[ 0.40024596  0.54699051 -0.00152468],[ 0.38195083  0.51259124 -0.00199188],[ 0.38773936  0.52895099 -0.00167744],[ 0.39269236  0.53918284 -0.00141718],[ 0.39703748  0.54628265 -0.00120234],[ 0.37721193  0.5150497  -0.00236569],[ 0.38249218  0.52712607 -0.00161498],[ 0.38707426  0.53445536 -0.00053448],[3.91410947e-01 5.39803684e-01 4.85101802e-04]
[3.88612211e-01 4.81178015e-01 7.28689997e-08],[0.40313691 0.49163181 0.00110582],[0.41207558 0.5070461  0.0017362 ],[0.41659972 0.5218187  0.00200816],[0.41905832 0.53291821 0.00258636],[0.41035622 0.50982291 0.00224118],[0.4165532  0.52550691 0.00171549],[0.41944784 0.53531313 0.00127163],[0.42156637 0.54294938 0.00111187],[0.40380526 0.51498944 0.00076845],[0.40978634 0.5317589  0.00092626],[4.13319856e-01 5.41777849e-01 3.80754122e-04],[4.16033149e-01 5.49329102e-01 3.46161360e-05],[ 0.39763108  0.51902229 -0.0007508 ],[ 0.40300596  0.53490806 -0.00056609],[ 0.40718693  0.54374862 -0.00056337],[ 4.10591006e-01  5.50086498e-01 -5.14162763e-04],[ 0.39235201  0.52152687 -0.00221844],[ 0.3980194   0.53372204 -0.0013148 ],[ 4.02043074e-01  5.40582776e-01 -3.31315241e-05],[0.40545154 0.54587752 0.00104393]
[4.10725892e-01 4.95115846e-01 3.86549175e-08],[ 0.42269668  0.50023305 -0.00108416],[ 0.43081647  0.51611364 -0.00223755],[ 0.43418577  0.53114605 -0.00308252],[ 0.43442777  0.54120111 -0.00384881],[ 0.43243864  0.52076638 -0.00611362],[ 0.43735164  0.54279369 -0.00933149],[ 0.43919873  0.55527562 -0.01069473],[ 0.44055802  0.56434232 -0.01119695],[ 0.42549592  0.52563667 -0.00688239],[ 0.43214265  0.54795521 -0.00917605],[ 0.43475297  0.55931687 -0.0097108 ],[ 0.43637636  0.56746006 -0.0099014 ],[ 0.41846558  0.52929634 -0.0074062 ],[ 0.42571539  0.54926246 -0.00884318],[ 0.42985976  0.55900478 -0.00806524],[ 0.43262213  0.56585282 -0.00742402],[ 0.41246203  0.53158039 -0.00798633],[ 0.41960719  0.54638135 -0.00843505],[ 0.424238    0.55408925 -0.00716553],[ 0.4274928   0.5597415  -0.00603981],[4.02634948e-01 4.84681726e-01 8.90107543e-08],[0.41661289 0.4948312  0.00206952],[0.42422441 0.5103147  0.00305001],[0.4272638  0.52414411 0.00352663],[0.42844361 0.53426796 0.00410149],[0.42298141 0.51516467 0.00321262],[0.42763251 0.53160667 0.0029581 ],[0.43021271 0.54257119 0.00233522],[0.43207335 0.55156881 0.00195318],[0.41747582 0.51964188 0.00150206],[0.42201161 0.53716826 0.00193532],[0.42514488 0.54833239 0.0011337 ],[4.27680284e-01 5.57480693e-01 4.82480536e-04],[ 4.12128478e-01  5.23113966e-01 -1.17146556e-04],[4.16714013e-01 5.39018095e-01 4.48791921e-04],[4.20766354e-01 5.49075902e-01 2.62304704e-04],[4.24201459e-01 5.56739032e-01 3.95761272e-05],[ 0.40781084  0.52516115 -0.00162745],[ 4.12964523e-01  5.37224293e-01 -4.85046621e-04],[0.41668716 0.54460788 0.00068392],[0.41978645 0.55056095 0.00155752]
[4.16413426e-01 4.89174098e-01 8.44622150e-08],[0.43154743 0.49956533 0.00174238],[0.44062015 0.51593733 0.00248605],[0.44546357 0.53055799 0.00274191],[0.44762427 0.54163969 0.003081  ],[0.43915066 0.51839429 0.00202937],[0.4447231  0.53439218 0.00100137],[ 4.47762668e-01  5.45592904e-01 -2.73322366e-04],[ 0.44986975  0.55503744 -0.00110458],[4.33547199e-01 5.22626936e-01 2.96736485e-04],[4.38299686e-01 5.38941324e-01 5.00223192e-04],[ 0.441688    0.55071449 -0.00060924],[ 0.44436979  0.56068069 -0.00162795],[ 0.42718405  0.52632809 -0.00137347],[ 0.43142676  0.54192019 -0.00101858],[ 0.43525517  0.55256462 -0.00161341],[ 0.4384692   0.56103194 -0.00219315],[ 0.42120346  0.52891475 -0.00295917],[ 0.42646712  0.54145885 -0.00213627],[ 0.43004385  0.54925734 -0.00132755],[ 0.43291619  0.55551052 -0.00072718]
[4.42644060e-01 5.06857157e-01 5.98925354e-08],[ 0.45372379  0.51433229 -0.00053577],[ 0.46090627  0.5305686  -0.00239857],[ 0.4627178   0.54663765 -0.00414482],[ 0.46201906  0.55840415 -0.00576291],[ 0.46515158  0.53063923 -0.00771616],[ 0.47109643  0.55238247 -0.01193944],[ 0.47235757  0.56587213 -0.01402297],[ 0.47286612  0.57648158 -0.01503286],[ 0.45819366  0.53316766 -0.00936267],[ 0.46401659  0.55642277 -0.01262757],[ 0.46489418  0.56905174 -0.01354253],[ 0.46466333  0.57778424 -0.01406511],[ 0.45010525  0.53558791 -0.01066692],[ 0.45525029  0.55665094 -0.01285587],[ 0.45732662  0.56670809 -0.01230067],[ 0.45865202  0.57268012 -0.0118429 ],[ 0.44245526  0.53772503 -0.01199698],[ 0.44759756  0.5524767  -0.01304747],[ 0.45143354  0.55982101 -0.01208442],[ 0.45450845  0.56497717 -0.0112333 ],[4.31127369e-01 4.93409961e-01 1.01857729e-07],[0.44660205 0.50442088 0.00095449],[0.45547503 0.52084589 0.00117512],[0.4601559  0.53537202 0.00109747],[0.46224296 0.54589188 0.00104319],[0.45412806 0.52354997 0.00100219],[ 4.59504277e-01  5.39373815e-01 -4.77506022e-04],[ 0.46269804  0.55037141 -0.00229428],[ 0.4653199   0.55965567 -0.00347407],[ 4.47895944e-01  5.27575433e-01 -3.37270380e-04],[ 0.45206609  0.54550183 -0.00060688],[ 0.45520884  0.55707377 -0.00204349],[ 0.4579927   0.56638056 -0.00321755],[ 0.44146445  0.5311451  -0.00157611],[ 0.44558194  0.54791445 -0.0013739 ],[ 0.44983214  0.55839372 -0.00174635],[ 0.45343995  0.56609559 -0.00209109],[ 0.43624276  0.5335924  -0.00279657],[ 0.44175449  0.54685742 -0.00184713],[ 0.4458521   0.55400264 -0.00065528],[4.49103266e-01 5.59361517e-01 2.76053644e-04]
[4.44953322e-01 4.97021258e-01 9.87976634e-08],[0.45967832 0.50765455 0.00208611],[0.46725032 0.52359736 0.00221022],[0.46958762 0.53812969 0.00162075],[0.46977246 0.54857403 0.00106358],[0.46930838 0.52466017 0.00109284],[ 0.47640663  0.53963417 -0.00119274],[ 0.480463    0.55114377 -0.00334155],[ 0.48301002  0.56143624 -0.00465193],[ 0.46461678  0.52943695 -0.0013717 ],[ 0.47046113  0.54571074 -0.00276795],[ 0.47419268  0.55875337 -0.00465483],[ 0.47654521  0.56993914 -0.00595022],[ 0.4584305   0.53366244 -0.00372561],[ 0.46354198  0.54931068 -0.0048839 ],[ 0.46747574  0.56160581 -0.00613854],[ 0.47029099  0.57153243 -0.0068606 ],[ 0.45191711  0.53702563 -0.00592845],[ 0.45714295  0.5501166  -0.0059632 ],[ 0.46084258  0.55884951 -0.0054226 ],[ 0.46373102  0.56629807 -0.00490426]
[4.68450189e-01 5.15931845e-01 7.42297175e-08],[0.48139176 0.52240843 0.00141886],[0.48960862 0.53715336 0.00104211],[4.92948502e-01 5.50351202e-01 2.90751195e-04],[ 4.93547261e-01  5.61015844e-01 -4.40864504e-04],[ 0.49358076  0.54099679 -0.00249147],[ 0.49841833  0.561584   -0.00519245],[ 0.50017619  0.57421148 -0.00661659],[ 0.50086629  0.58361053 -0.00714056],[ 0.48685616  0.54457301 -0.0044614 ],[ 0.49149352  0.56491464 -0.00595909],[ 0.49290538  0.57610542 -0.00647038],[ 0.49367383  0.58384025 -0.00675875],[ 0.47898662  0.54741025 -0.00615563],[ 0.48291236  0.56554735 -0.00691779],[ 0.48485848  0.57475239 -0.00628967],[ 0.48648888  0.58035564 -0.00592782],[ 0.47120252  0.54910713 -0.00776081],[ 0.4750385   0.5619216  -0.00745756],[ 0.47743845  0.56775492 -0.0058937 ],[ 0.47952378  0.57148933 -0.0046762 ],[4.58377659e-01 5.01947403e-01 9.40525950e-08],[0.47318584 0.51194406 0.00324988],[0.48140785 0.5277952  0.0039928 ],[0.48523214 0.54167974 0.0038529 ],[0.48603374 0.55292577 0.00369678],[0.48340058 0.52891535 0.00315005],[0.49008879 0.54329371 0.00187575],[4.93826210e-01 5.54342210e-01 2.07766352e-04],[ 0.49624524  0.56398958 -0.00088639],[4.78893042e-01 5.33385158e-01 5.29736106e-04],[4.84092206e-01 5.49682021e-01 3.30140960e-04],[ 0.48706377  0.56182754 -0.0010643 ],[ 0.48915619  0.57197815 -0.00220991],[ 0.47279495  0.53777903 -0.00190753],[ 0.4774715   0.55355608 -0.00173105],[ 0.4809736   0.56526649 -0.00227218],[ 0.48365188  0.57445347 -0.00278086],[ 0.46625999  0.54122758 -0.00414874],[ 0.47139639  0.55382943 -0.00307333],[ 0.47450435  0.56169689 -0.00197663],[ 0.47682804  0.56789321 -0.00122896]
[4.68908012e-01 5.08718252e-01 9.58085877e-08],[0.48342055 0.51883388 0.00361279],[0.49124154 0.53361684 0.00459833],[0.49311656 0.54727721 0.00462177],[0.49254623 0.55804694 0.00468467],[0.49548131 0.53513265 0.00462633],[0.50102371 0.54970521 0.00418093],[0.50380266 0.56073993 0.00296224],[0.50564957 0.57022202 0.00203136],[0.49048558 0.54042751 0.00182309],[0.49516961 0.55709922 0.00213571],[0.49784258 0.56881541 0.00079031],[ 4.99959588e-01  5.78643918e-01 -4.24509635e-04],[ 0.48395443  0.54501283 -0.00085139],[ 4.88018632e-01  5.61352015e-01 -4.13000264e-04],[ 0.49083966  0.57207876 -0.00111021],[ 0.49326277  0.58010137 -0.00185029],[ 0.47683397  0.54826301 -0.00329758],[ 0.48156884  0.56112903 -0.00222677],[ 0.48448178  0.56851655 -0.00128246],[ 0.48705786  0.57424259 -0.00072733]
